Loan_ID,Gender,Marital_Status,Dependents,Education,Employment_Status,Job_Tenure,Industry,Applicant_Annual_Income,CoApplicant_Annual_Income,Other_Income,Monthly_Debt_Obligations,Credit_Tier,Credit_Score,Bankruptcy_History,Late_Payments_2yr,Credit_Utilization_Pct,Loan_Type,Loan_Purpose,Loan_Amount_K,Loan_Term_Months,Down_Payment_Pct,Property_Area,Collateral,Loan_Status
NV0000333,Male,Married,1,Bachelor's Degree,Freelancer,6-12 months,Legal,214608,80000,0,2000,Good (670-739),705,None,0,85,HELOC,Major Purchase,100,360,25.0,Urban,Real Estate,Approved
NV0000334,Male,Married,2,Bachelor's Degree,Part-time Employee,5-10 years,Legal,76894,58000,5000,500,Exceptional (800-850),825,None,0,45,Auto Loan,Debt Consolidation,20,360,5.0,Semiurban,Real Estate,Approved
NV0000335,Male,Single,1,Associate Degree,Freelancer,1-2 years,Education,33450,0,3000,0,Very Good (740-799),770,None,2,20,Debt Consolidation,Home Improvement,100,360,25.0,Semiurban,None (Unsecured),Approved
NV0000336,Male,Married,0,Master's Degree,Part-time Employee,5-10 years,Construction,30477,28000,0,500,Good (670-739),705,Discharged 2-7 years ago,1,65,Home Purchase,Vacation Home,50,360,5.0,Urban,Vehicle,Approved
NV0000337,Female,Married,1,High School,Retired,1-2 years,Manufacturing,69837,28000,0,200,Fair (580-669),625,None,0,5,Business Loan,Vacation Home,40,360,10.0,Semiurban,Investment Portfolio,Approved
NV0000338,Female,Married,3,Associate Degree,Part-time Employee,2-5 years,Technology,38679,58000,12000,2500,Fair (580-669),625,None,1,5,Personal Loan,Debt Consolidation,40,360,20.0,Suburban,Investment Portfolio,Approved
NV0000339,Male,Single,1,Bachelor's Degree,Part-time Employee,2-5 years,Government,161786,0,0,2000,Very Good (740-799),770,None,3,45,Education Loan,Vacation Home,400,360,20.0,Semiurban,Real Estate,Approved
NV0000340,Male,Married,0,Associate Degree,Freelancer,10+ years,Technology,74731,0,0,800,Poor (500-579),540,None,1,5,Debt Consolidation,Debt Consolidation,200,360,10.0,Rural,Vehicle,Approved
NV0000341,Male,Married,1,Associate Degree,Freelancer,6-12 months,Finance,78817,58000,3000,3500,Good (670-739),705,None,0,5,Auto Loan,Primary Residence,20,360,20.0,Urban,Real Estate,Approved
NV0000342,Male,Single,0,Bachelor's Degree,Self-Employed,2-5 years,Construction,18388,0,5000,200,Fair (580-669),625,None,1,45,Auto Loan,Medical,50,360,20.0,Urban,Vehicle,Approved
NV0000343,Male,Single,2,Bachelor's Degree,Full-time Employee,1-2 years,Legal,66971,0,12000,800,Good (670-739),705,None,0,20,Personal Loan,Home Improvement,40,360,5.0,Urban,Vehicle,Approved
NV0000344,Male,Married,2,Master's Degree,Part-time Employee,5-10 years,Finance,54375,58000,12000,2000,Exceptional (800-850),825,Discharged 7+ years ago,2,45,Personal Loan,Debt Consolidation,600,60,20.0,Rural,Vehicle,Rejected
NV0000345,Male,Divorced,1,Bachelor's Degree,Unemployed,10+ years,Technology,101493,0,8000,0,Very Poor (300-499),420,None,0,65,Personal Loan,Home Improvement,600,120,5.0,Semiurban,Real Estate,Rejected
NV0000346,Female,Married,0,High School,Business Owner,2-5 years,Technology,49930,28000,0,500,Exceptional (800-850),825,None,0,20,Personal Loan,Business Capital,40,360,20.0,Urban,Real Estate,Approved
NV0000347,Female,Married,2,Associate Degree,Freelancer,2-5 years,Government,297438,42000,0,1000,Very Good (740-799),770,None,0,5,Home Refinance,Primary Residence,40,360,0.0,Rural,Business Assets,Approved
NV0000348,Male,Married,1,No Formal Education,Full-time Employee,10+ years,Retail,83982,42000,0,500,Fair (580-669),625,None,0,5,Home Purchase,Home Improvement,100,360,20.0,Urban,Investment Portfolio,Approved
NV0000349,Male,Married,2,Bachelor's Degree,Part-time Employee,2-5 years,Technology,75648,42000,0,800,Good (670-739),705,None,3,5,Debt Consolidation,Debt Consolidation,50,360,10.0,Urban,Real Estate,Approved
NV0000350,Female,Single,2,Bachelor's Degree,Independent Contractor,2-5 years,Manufacturing,168358,0,0,1500,Fair (580-669),625,None,0,5,Home Purchase,Medical,25,360,10.0,Semiurban,Real Estate,Approved
NV0000351,Male,Married,2,High School,Government/Military,5-10 years,Manufacturing,430249,42000,0,500,Good (670-739),705,None,0,5,Auto Loan,Medical,150,360,20.0,Urban,None (Unsecured),Approved
NV0000352,Female,Divorced,1,Bachelor's Degree,Full-time Employee,5-10 years,Education,32702,0,0,0,Very Good (740-799),770,None,3,20,HELOC,Vacation Home,40,360,20.0,Semiurban,Business Assets,Approved
NV0000353,Female,Married,1,High School,Government/Military,6-12 months,Government,120636,42000,0,0,Poor (500-579),540,Discharged 2-7 years ago,0,20,Home Purchase,Medical,100,180,30.0,Urban,None (Unsecured),Approved
NV0000354,Male,Domestic Partnership,3,Bachelor's Degree,Self-Employed,10+ years,Government,32545,42000,0,1000,Exceptional (800-850),825,None,0,45,Home Purchase,Medical,40,360,25.0,Semiurban,Real Estate,Approved
NV0000355,Male,Married,1,Doctoral Degree,Full-time Employee,2-5 years,Legal,50689,15000,0,200,Fair (580-669),625,None,0,65,Home Purchase,Business Capital,150,120,20.0,Suburban,Vehicle,Approved
NV0000356,Female,Single,1,Doctoral Degree,Full-time Employee,6-12 months,Technology,25703,0,5000,3500,Very Good (740-799),770,None,0,45,Auto Loan,Home Improvement,150,360,20.0,Suburban,Real Estate,Rejected
NV0000357,Male,Divorced,0,Bachelor's Degree,Full-time Employee,5-10 years,Retail,80573,0,3000,3000,Fair (580-669),625,Discharged 2-7 years ago,0,20,HELOC,Home Improvement,75,120,10.0,Suburban,Investment Portfolio,Rejected
NV0000358,Female,Single,2,Bachelor's Degree,Self-Employed,2-5 years,Other,55573,0,8000,500,Exceptional (800-850),825,None,0,5,Home Purchase,Major Purchase,150,360,0.0,Suburban,Real Estate,Approved
NV0000359,Non-binary,Married,1,Doctoral Degree,Full-time Employee,6-12 months,Finance,81509,28000,0,3000,Good (670-739),705,None,1,45,Debt Consolidation,Major Purchase,50,360,10.0,Semiurban,Real Estate,Approved
NV0000360,Female,Single,0,Bachelor's Degree,Full-time Employee,5-10 years,Government,76338,0,0,1000,Poor (500-579),540,None,3,20,Personal Loan,Primary Residence,20,360,25.0,Rural,Real Estate,Manual Review
NV0000361,Male,Single,0,High School,Freelancer,10+ years,Education,82881,0,0,0,Good (670-739),705,None,0,5,Auto Loan,Investment Property,25,360,10.0,Semiurban,Investment Portfolio,Approved
NV0000362,Female,Married,1,Bachelor's Degree,Full-time Employee,10+ years,Education,40661,42000,3000,1500,Fair (580-669),625,None,0,65,Home Purchase,Medical,30,84,20.0,Rural,Vehicle,Approved
NV0000363,Male,Single,2,Associate Degree,Full-time Employee,10+ years,Technology,120447,0,5000,1500,Fair (580-669),625,None,0,20,Auto Loan,Vacation Home,15,360,5.0,Semiurban,Investment Portfolio,Approved
NV0000364,Male,Married,1,Bachelor's Degree,Part-time Employee,10+ years,Technology,63874,28000,0,0,Fair (580-669),625,None,2,5,Business Loan,Medical,150,360,5.0,Urban,None (Unsecured),Approved
NV0000365,Non-binary,Married,0,Bachelor's Degree,Self-Employed,<6 months,Other,59924,28000,8000,500,Poor (500-579),540,None,0,65,Auto Loan,Debt Consolidation,40,240,0.0,Suburban,Investment Portfolio,Approved
NV0000366,Male,Single,2,Bachelor's Degree,Business Owner,2-5 years,Healthcare,301017,0,0,0,Good (670-739),705,None,2,65,Home Purchase,Primary Residence,15,480,20.0,Rural,Vehicle,Approved
NV0000367,Prefer not to say,Single,0,Bachelor's Degree,Part-time Employee,5-10 years,Healthcare,42217,0,0,500,Exceptional (800-850),825,Discharged 7+ years ago,0,20,Personal Loan,Debt Consolidation,250,360,10.0,Suburban,None (Unsecured),Approved
NV0000368,Female,Married,1,High School,Freelancer,2-5 years,Technology,67844,28000,3000,500,Exceptional (800-850),825,Discharged 7+ years ago,3,20,Debt Consolidation,Debt Consolidation,150,360,20.0,Urban,Vehicle,Approved
NV0000369,Male,Married,0,Bachelor's Degree,Self-Employed,5-10 years,Construction,76900,28000,0,1500,Very Good (740-799),770,None,0,20,Home Refinance,Home Improvement,50,360,20.0,Urban,Real Estate,Approved
NV0000370,Male,Married,0,Master's Degree,Full-time Employee,5-10 years,Manufacturing,25986,42000,0,200,Exceptional (800-850),825,None,1,45,Personal Loan,Primary Residence,30,360,20.0,Urban,None (Unsecured),Approved
NV0000371,Male,Married,0,Bachelor's Degree,Full-time Employee,2-5 years,Manufacturing,52558,28000,0,0,Good (670-739),705,None,0,5,Auto Loan,Primary Residence,20,360,20.0,Semiurban,Real Estate,Approved
NV0000372,Male,Domestic Partnership,1,Bachelor's Degree,Part-time Employee,10+ years,Other,123482,58000,5000,500,Exceptional (800-850),825,None,2,20,Home Purchase,Major Purchase,50,360,20.0,Urban,Vehicle,Approved
NV0000373,Male,Married,0,Doctoral Degree,Full-time Employee,2-5 years,Other,34409,42000,0,3000,Exceptional (800-850),825,None,0,85,Personal Loan,Business Capital,300,480,20.0,Semiurban,Real Estate,Approved
NV0000374,Female,Married,1,Master's Degree,Business Owner,2-5 years,Legal,64935,15000,0,500,Exceptional (800-850),825,None,0,20,Business Loan,Vacation Home,25,360,10.0,Urban,Vehicle,Approved
NV0000375,Male,Married,1,Associate Degree,Self-Employed,10+ years,Retail,82015,15000,8000,800,Fair (580-669),625,None,0,65,Home Refinance,Investment Property,75,360,30.0,Urban,Vehicle,Approved
NV0000376,Male,Single,1,High School,Full-time Employee,2-5 years,Education,73796,0,0,800,Good (670-739),705,None,2,85,Home Purchase,Debt Consolidation,600,360,0.0,Rural,Real Estate,Rejected
NV0000377,Female,Married,1,Master's Degree,Full-time Employee,1-2 years,Manufacturing,96823,80000,0,2000,Very Good (740-799),770,None,1,20,Auto Loan,Medical,100,360,3.5,Suburban,Vehicle,Approved
NV0000378,Male,Married,2,Master's Degree,Full-time Employee,2-5 years,Construction,169950,58000,0,800,Poor (500-579),540,None,0,45,Debt Consolidation,Vacation Home,50,360,10.0,Urban,Business Assets,Approved
NV0000379,Female,Married,0,Doctoral Degree,Self-Employed,5-10 years,Technology,54154,0,8000,0,Exceptional (800-850),825,Discharged 7+ years ago,0,5,Personal Loan,Medical,150,480,20.0,Semiurban,Real Estate,Approved
NV0000380,Male,Married,1,Master's Degree,Part-time Employee,5-10 years,Government,100588,42000,0,200,No History,300,None,0,45,Auto Loan,Major Purchase,250,60,0.0,Urban,Real Estate,Rejected
NV0000381,Male,Domestic Partnership,0,Bachelor's Degree,Self-Employed,5-10 years,Construction,106402,80000,3000,200,Good (670-739),705,None,2,45,Auto Loan,Business Capital,100,240,20.0,Urban,Real Estate,Approved
NV0000382,Female,Domestic Partnership,0,Bachelor's Degree,Full-time Employee,5-10 years,Legal,41907,58000,12000,1000,Exceptional (800-850),825,None,2,5,Home Purchase,Business Capital,300,360,20.0,Rural,Business Assets,Approved
NV0000383,Female,Divorced,1,High School,Independent Contractor,1-2 years,Construction,282979,0,5000,0,Good (670-739),705,None,1,45,Home Refinance,Vacation Home,75,60,20.0,Rural,Investment Portfolio,Approved
NV0000384,Female,Married,1,Associate Degree,Government/Military,10+ years,Government,156983,15000,0,500,Fair (580-669),625,None,0,45,Personal Loan,Debt Consolidation,250,360,10.0,Suburban,None (Unsecured),Approved
NV0000385,Female,Married,3,Bachelor's Degree,Full-time Employee,10+ years,Finance,42806,15000,5000,1500,Very Good (740-799),770,None,3,20,Auto Loan,Home Improvement,500,180,20.0,Semiurban,Real Estate,Rejected
NV0000386,Female,Married,1,Bachelor's Degree,Part-time Employee,1-2 years,Healthcare,77683,58000,5000,500,Poor (500-579),540,None,2,5,Debt Consolidation,Home Improvement,75,180,3.5,Suburban,Real Estate,Approved
NV0000387,Male,Married,3,Bachelor's Degree,Unemployed,6-12 months,Finance,98167,58000,0,2000,Exceptional (800-850),825,None,1,5,Personal Loan,Debt Consolidation,100,360,3.5,Urban,Real Estate,Approved
NV0000388,Male,Married,0,Master's Degree,Full-time Employee,10+ years,Education,55879,42000,0,500,Very Good (740-799),770,None,0,20,Debt Consolidation,Major Purchase,100,180,5.0,Urban,Real Estate,Approved
NV0000389,Female,Married,0,Associate Degree,Self-Employed,10+ years,Education,150049,0,3000,7500,Exceptional (800-850),825,None,1,85,Auto Loan,Major Purchase,200,360,20.0,Urban,Vehicle,Rejected
NV0000390,Female,Married,0,Bachelor's Degree,Full-time Employee,10+ years,Manufacturing,74947,80000,0,5000,Very Good (740-799),770,None,0,65,Home Purchase,Primary Residence,250,360,20.0,Rural,None (Unsecured),Approved
NV0000391,Prefer not to say,Married,0,High School,Self-Employed,10+ years,Government,74154,58000,0,2500,Very Good (740-799),770,None,0,20,Auto Loan,Investment Property,10,360,20.0,Urban,Real Estate,Approved
NV0000392,Male,Single,1,Bachelor's Degree,Full-time Employee,2-5 years,Education,31078,0,3000,5000,Poor (500-579),540,None,0,20,Personal Loan,Medical,150,360,20.0,Urban,None (Unsecured),Rejected
NV0000393,Male,Married,2,Master's Degree,Unemployed,5-10 years,Other,51153,0,8000,200,Exceptional (800-850),825,None,0,20,Business Loan,Home Improvement,200,84,20.0,Rural,Real Estate,Rejected
NV0000394,Female,Single,0,Bachelor's Degree,Business Owner,2-5 years,Manufacturing,48626,0,0,2000,Very Good (740-799),770,None,0,5,Home Refinance,Investment Property,150,84,10.0,Urban,None (Unsecured),Rejected
NV0000395,Male,Divorced,3,No Formal Education,Freelancer,<6 months,Legal,100786,0,0,500,Good (670-739),705,None,0,20,HELOC,Vacation Home,150,240,0.0,Urban,Real Estate,Approved
NV0000396,Non-binary,Married,3,Associate Degree,Business Owner,5-10 years,Manufacturing,81066,15000,3000,2000,Poor (500-579),540,None,0,20,Auto Loan,Medical,10,60,25.0,Urban,None (Unsecured),Approved
NV0000397,Female,Single,0,Bachelor's Degree,Self-Employed,2-5 years,Finance,26004,0,3000,500,No History,300,Discharged 2-7 years ago,1,20,Home Refinance,Medical,50,360,20.0,Urban,Real Estate,Rejected
NV0000398,Male,Single,0,Bachelor's Degree,Part-time Employee,5-10 years,Technology,45198,0,12000,500,Fair (580-669),625,None,0,85,Debt Consolidation,Medical,250,360,20.0,Rural,None (Unsecured),Approved
NV0000399,Female,Married,0,Bachelor's Degree,Government/Military,2-5 years,Other,66241,58000,3000,5000,Very Poor (300-499),420,None,0,45,HELOC,Vacation Home,500,360,20.0,Semiurban,Real Estate,Rejected
NV0000400,Female,Married,0,Master's Degree,Unemployed,2-5 years,Other,93786,0,3000,200,Fair (580-669),625,None,0,45,Business Loan,Debt Consolidation,25,240,20.0,Urban,Real Estate,Approved
NV0000401,Male,Married,0,Bachelor's Degree,Part-time Employee,1-2 years,Retail,93416,58000,12000,2000,Very Poor (300-499),420,None,2,5,HELOC,Business Capital,100,360,20.0,Urban,Vehicle,Rejected
NV0000402,Female,Single,1,Master's Degree,Retired,1-2 years,Other,67886,0,0,1500,Fair (580-669),625,None,1,85,Personal Loan,Business Capital,200,240,0.0,Suburban,Real Estate,Approved
NV0000403,Male,Married,0,Associate Degree,Self-Employed,1-2 years,Other,25601,28000,0,500,Exceptional (800-850),825,None,0,45,Business Loan,Debt Consolidation,200,180,25.0,Semiurban,Investment Portfolio,Approved
NV0000404,Female,Married,0,Master's Degree,Self-Employed,1-2 years,Finance,39728,58000,0,800,Very Good (740-799),770,None,3,65,Auto Loan,Debt Consolidation,100,360,10.0,Rural,None (Unsecured),Approved
NV0000405,Male,Married,4,High School,Part-time Employee,10+ years,Construction,40342,42000,0,0,Good (670-739),705,None,0,20,Auto Loan,Medical,10,360,3.5,Semiurban,Investment Portfolio,Approved
NV0000406,Female,Married,2,Master's Degree,Full-time Employee,1-2 years,Other,104003,58000,0,4000,Very Good (740-799),770,None,3,20,Education Loan,Major Purchase,150,360,0.0,Urban,Investment Portfolio,Rejected
NV0000407,Male,Married,3,Bachelor's Degree,Full-time Employee,1-2 years,Technology,32338,28000,0,5000,Very Good (740-799),770,None,0,20,Personal Loan,Home Improvement,200,360,20.0,Suburban,Real Estate,Rejected
NV0000408,Male,Single,0,Associate Degree,Full-time Employee,5-10 years,Healthcare,52707,0,3000,2000,Good (670-739),705,None,0,5,Home Purchase,Investment Property,150,360,20.0,Semiurban,Investment Portfolio,Approved
NV0000409,Female,Widowed,1,Bachelor's Degree,Self-Employed,5-10 years,Finance,76288,0,8000,3000,Poor (500-579),540,None,0,45,Home Purchase,Business Capital,200,360,20.0,Urban,Vehicle,Manual Review
NV0000410,Male,Married,1,Doctoral Degree,Full-time Employee,1-2 years,Finance,285781,28000,0,0,Exceptional (800-850),825,None,0,65,HELOC,Vacation Home,50,84,25.0,Semiurban,None (Unsecured),Approved
NV0000411,Male,Married,0,High School,Part-time Employee,5-10 years,Construction,417320,42000,0,500,Fair (580-669),625,None,0,5,Debt Consolidation,Investment Property,1000,120,10.0,Urban,Real Estate,Approved
NV0000412,Non-binary,Single,0,Bachelor's Degree,Unemployed,5-10 years,Retail,222944,0,0,500,Fair (580-669),625,None,2,5,Education Loan,Business Capital,200,360,20.0,Urban,Investment Portfolio,Approved
NV0000413,Non-binary,Married,2,Master's Degree,Full-time Employee,1-2 years,Construction,103787,42000,3000,1000,Very Poor (300-499),420,None,2,45,Home Purchase,Home Improvement,100,180,20.0,Suburban,Real Estate,Rejected
NV0000414,Female,Single,2,Bachelor's Degree,Part-time Employee,1-2 years,Manufacturing,101222,0,0,200,Poor (500-579),540,None,0,20,Auto Loan,Medical,500,240,30.0,Suburban,Real Estate,Approved
NV0000415,Female,Married,1,Associate Degree,Full-time Employee,10+ years,Healthcare,102772,0,8000,1000,Fair (580-669),625,None,0,45,Business Loan,Investment Property,400,120,10.0,Urban,Real Estate,Manual Review
NV0000416,Male,Divorced,1,Bachelor's Degree,Full-time Employee,10+ years,Education,159618,0,0,1500,Good (670-739),705,None,0,45,Auto Loan,Medical,250,180,30.0,Semiurban,Real Estate,Approved
NV0000417,Male,Married,1,Bachelor's Degree,Freelancer,5-10 years,Legal,200823,28000,0,0,Very Good (740-799),770,Discharged 7+ years ago,0,20,Home Purchase,Investment Property,75,360,3.5,Rural,Real Estate,Approved
NV0000418,Male,Single,0,Master's Degree,Self-Employed,6-12 months,Education,55179,0,0,0,Good (670-739),705,None,1,45,HELOC,Major Purchase,75,180,20.0,Urban,Real Estate,Approved
NV0000419,Female,Single,0,Master's Degree,Business Owner,2-5 years,Retail,52271,0,0,0,Fair (580-669),625,Discharged 2-7 years ago,0,20,Education Loan,Business Capital,40,360,20.0,Semiurban,Business Assets,Approved
NV0000420,Female,Married,0,Bachelor's Degree,Full-time Employee,2-5 years,Retail,52784,80000,5000,2000,Poor (500-579),540,None,1,65,Education Loan,Debt Consolidation,30,120,25.0,Rural,Real Estate,Approved
NV0000421,Female,Single,0,No Formal Education,Self-Employed,1-2 years,Other,86273,0,8000,500,Fair (580-669),625,None,0,45,HELOC,Major Purchase,75,360,0.0,Rural,None (Unsecured),Approved
NV0000422,Female,Single,3,Bachelor's Degree,Full-time Employee,2-5 years,Construction,107760,0,0,200,Exceptional (800-850),825,None,0,65,Debt Consolidation,Major Purchase,100,360,0.0,Rural,Real Estate,Approved
NV0000423,Male,Married,1,High School,Full-time Employee,5-10 years,Manufacturing,162209,28000,5000,2500,Good (670-739),705,None,0,5,Home Purchase,Medical,30,240,0.0,Rural,Real Estate,Approved
NV0000424,Male,Married,2,Associate Degree,Full-time Employee,2-5 years,Other,48122,58000,0,0,Very Good (740-799),770,None,0,5,Home Purchase,Investment Property,400,360,20.0,Suburban,Vehicle,Approved
NV0000425,Male,Single,0,Bachelor's Degree,Full-time Employee,5-10 years,Government,51135,0,0,800,Exceptional (800-850),825,None,0,5,Business Loan,Investment Property,75,180,20.0,Urban,Vehicle,Approved
NV0000426,Male,Divorced,1,High School,Full-time Employee,10+ years,Manufacturing,299590,0,5000,2000,Very Good (740-799),770,None,2,20,Personal Loan,Major Purchase,75,360,25.0,Suburban,Vehicle,Approved
NV0000427,Male,Single,0,Doctoral Degree,Full-time Employee,2-5 years,Retail,30916,0,0,1000,Exceptional (800-850),825,None,0,65,Home Purchase,Investment Property,50,360,20.0,Urban,Vehicle,Approved
NV0000428,Female,Divorced,0,Master's Degree,Unemployed,10+ years,Retail,34556,0,0,1000,Fair (580-669),625,None,0,20,Home Purchase,Major Purchase,15,480,0.0,Urban,Real Estate,Approved
NV0000429,Male,Married,0,Associate Degree,Full-time Employee,6-12 months,Finance,93349,0,0,0,Very Good (740-799),770,Discharged 7+ years ago,1,65,HELOC,Primary Residence,300,180,5.0,Urban,Investment Portfolio,Approved
NV0000430,Male,Divorced,2,Bachelor's Degree,Full-time Employee,10+ years,Government,32348,0,0,200,Very Good (740-799),770,None,0,20,HELOC,Business Capital,40,120,0.0,Rural,Vehicle,Approved
NV0000431,Male,Married,2,Master's Degree,Full-time Employee,1-2 years,Other,52128,28000,0,1000,Very Poor (300-499),420,None,1,20,Home Purchase,Major Purchase,100,180,20.0,Urban,Real Estate,Rejected
NV0000432,Female,Domestic Partnership,1,Doctoral Degree,Self-Employed,6-12 months,Retail,40355,80000,5000,0,Very Good (740-799),770,None,0,65,Business Loan,Vacation Home,100,120,25.0,Suburban,Business Assets,Approved
NV0000433,Female,Widowed,1,Master's Degree,Full-time Employee,5-10 years,Government,34296,0,0,3500,Exceptional (800-850),825,Discharged under 2 years,0,20,Business Loan,Vacation Home,100,120,30.0,Rural,Investment Portfolio,Rejected
NV0000434,Male,Single,3,Bachelor's Degree,Government/Military,2-5 years,Healthcare,66239,0,0,500,Very Good (740-799),770,None,2,45,Home Purchase,Investment Property,75,240,10.0,Urban,Real Estate,Approved
NV0000435,Male,Divorced,0,Master's Degree,Unemployed,10+ years,Legal,49755,0,0,800,Exceptional (800-850),825,None,1,5,Home Purchase,Major Purchase,25,360,0.0,Rural,Business Assets,Approved
NV0000436,Female,Married,0,Bachelor's Degree,Full-time Employee,2-5 years,Construction,51035,28000,0,200,Exceptional (800-850),825,None,0,85,Auto Loan,Major Purchase,30,360,5.0,Suburban,None (Unsecured),Approved
NV0000437,Male,Married,0,Bachelor's Degree,Part-time Employee,1-2 years,Retail,33132,15000,5000,3500,Exceptional (800-850),825,None,0,20,Auto Loan,Debt Consolidation,75,180,20.0,Rural,Vehicle,Rejected
NV0000438,Female,Married,2,High School,Full-time Employee,2-5 years,Healthcare,96763,58000,8000,1500,Good (670-739),705,None,2,45,Home Purchase,Business Capital,200,480,30.0,Urban,Real Estate,Approved
NV0000439,Female,Married,4,High School,Independent Contractor,2-5 years,Manufacturing,44550,58000,12000,800,Exceptional (800-850),825,Discharged 2-7 years ago,0,5,Home Purchase,Medical,50,360,3.5,Suburban,None (Unsecured),Approved
NV0000440,Male,Single,0,Bachelor's Degree,Full-time Employee,2-5 years,Construction,39753,0,0,1000,Very Good (740-799),770,None,0,20,Home Purchase,Debt Consolidation,25,360,3.5,Rural,Real Estate,Approved
NV0000441,Male,Married,3,Associate Degree,Full-time Employee,5-10 years,Government,40417,80000,12000,500,Poor (500-579),540,Discharged 2-7 years ago,1,65,Home Purchase,Debt Consolidation,15,360,20.0,Semiurban,Real Estate,Manual Review
NV0000442,Prefer not to say,Married,2,High School,Full-time Employee,5-10 years,Construction,49045,15000,0,800,Very Good (740-799),770,None,1,65,Home Purchase,Major Purchase,150,360,20.0,Urban,Real Estate,Approved
NV0000443,Male,Married,0,Master's Degree,Independent Contractor,10+ years,Education,48706,80000,0,500,Poor (500-579),540,None,1,5,Auto Loan,Business Capital,50,360,5.0,Semiurban,Investment Portfolio,Approved
NV0000444,Male,Domestic Partnership,1,High School,Full-time Employee,10+ years,Finance,62923,58000,5000,800,Good (670-739),705,None,1,20,Auto Loan,Major Purchase,20,360,25.0,Suburban,None (Unsecured),Approved
NV0000445,Female,Married,1,Bachelor's Degree,Full-time Employee,1-2 years,Government,302363,28000,0,500,Very Good (740-799),770,None,1,20,Auto Loan,Vacation Home,150,360,3.5,Urban,Investment Portfolio,Approved
NV0000446,Non-binary,Married,4,Bachelor's Degree,Independent Contractor,5-10 years,Healthcare,149614,58000,0,0,Fair (580-669),625,Discharged 7+ years ago,2,5,Home Purchase,Home Improvement,25,360,30.0,Urban,None (Unsecured),Approved
NV0000447,Prefer not to say,Single,0,Doctoral Degree,Self-Employed,2-5 years,Retail,76326,0,8000,0,Exceptional (800-850),825,None,1,45,Auto Loan,Investment Property,75,360,5.0,Suburban,Real Estate,Approved
NV0000448,Female,Single,2,Bachelor's Degree,Government/Military,5-10 years,Government,17342,0,5000,200,Exceptional (800-850),825,None,0,5,Personal Loan,Vacation Home,30,60,0.0,Urban,Real Estate,Approved
NV0000449,Male,Single,0,High School,Full-time Employee,2-5 years,Technology,81524,0,0,200,Good (670-739),705,None,0,20,Home Refinance,Debt Consolidation,500,360,10.0,Suburban,Investment Portfolio,Approved
NV0000450,Male,Married,2,Bachelor's Degree,Freelancer,10+ years,Education,25981,0,5000,3500,Good (670-739),705,None,1,45,Auto Loan,Vacation Home,25,360,5.0,Urban,None (Unsecured),Rejected
NV0000451,Female,Single,1,Master's Degree,Independent Contractor,5-10 years,Healthcare,104030,0,5000,1500,Fair (580-669),625,Discharged under 2 years,2,20,HELOC,Vacation Home,50,360,20.0,Semiurban,Vehicle,Rejected
NV0000452,Female,Divorced,1,No Formal Education,Full-time Employee,10+ years,Manufacturing,47911,0,8000,5000,Poor (500-579),540,None,0,45,Home Refinance,Vacation Home,500,84,20.0,Urban,Real Estate,Rejected
NV0000453,Male,Married,2,Bachelor's Degree,Independent Contractor,10+ years,Technology,128037,0,0,500,Very Good (740-799),770,None,0,85,HELOC,Business Capital,40,360,20.0,Suburban,Real Estate,Approved
NV0000454,Female,Married,2,Bachelor's Degree,Part-time Employee,10+ years,Government,214392,58000,3000,500,Good (670-739),705,None,3,5,Business Loan,Debt Consolidation,100,180,20.0,Rural,Real Estate,Approved
NV0000455,Male,Married,3,Master's Degree,Retired,5-10 years,Finance,52146,80000,5000,2000,Good (670-739),705,None,0,45,Home Refinance,Home Improvement,40,360,10.0,Suburban,Real Estate,Approved
NV0000456,Male,Single,0,Associate Degree,Full-time Employee,2-5 years,Technology,50995,0,3000,1000,No History,300,None,0,5,Auto Loan,Primary Residence,20,120,0.0,Rural,Real Estate,Rejected
NV0000457,Male,Married,2,Bachelor's Degree,Independent Contractor,1-2 years,Construction,83807,28000,3000,1000,Fair (580-669),625,None,1,20,Education Loan,Investment Property,100,360,30.0,Urban,None (Unsecured),Approved
NV0000458,Male,Married,0,Bachelor's Degree,Full-time Employee,2-5 years,Government,31200,42000,0,1000,Poor (500-579),540,None,4,5,Auto Loan,Investment Property,400,84,25.0,Urban,Vehicle,Rejected
NV0000459,Male,Married,1,High School,Unemployed,<6 months,Healthcare,200928,15000,0,1000,Very Good (740-799),770,None,2,5,Home Refinance,Medical,50,60,0.0,Semiurban,Investment Portfolio,Approved
NV0000460,Male,Married,1,Bachelor's Degree,Full-time Employee,2-5 years,Government,50419,15000,12000,2500,Fair (580-669),625,Discharged under 2 years,1,20,Personal Loan,Vacation Home,100,180,10.0,Rural,Real Estate,Rejected
NV0000461,Male,Widowed,1,Associate Degree,Unemployed,2-5 years,Finance,31690,0,0,1500,Very Good (740-799),770,None,0,20,Home Purchase,Home Improvement,100,240,20.0,Suburban,Real Estate,Rejected
NV0000462,Female,Divorced,1,Bachelor's Degree,Retired,2-5 years,Legal,95424,0,0,5000,Very Good (740-799),770,None,2,65,Home Refinance,Debt Consolidation,50,360,5.0,Semiurban,Vehicle,Rejected
NV0000463,Female,Married,4,Doctoral Degree,Full-time Employee,10+ years,Construction,32550,42000,5000,5000,Very Poor (300-499),420,Discharged under 2 years,0,45,Auto Loan,Primary Residence,100,120,20.0,Rural,None (Unsecured),Rejected
